icd	icd_label	bucket	mondo	mondo_label	predicate	cardinality	lexical	verdict	rationale	qualifier
ICD10CM:Q28.2	Arteriovenous malformation of cerebral vessels	DISEASE	MONDO:0018892	Wyburn-Mason syndrome	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:53719""}"
ICD10CM:Q28.3	Other malformations of cerebral vessels	RESIDUAL	MONDO:0011304	cerebral cavernous malformation 2	provenance-only:doid	4	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0060670""}"
ICD10CM:Q28.3	Other malformations of cerebral vessels	RESIDUAL	MONDO:0011305	cerebral cavernous malformation 3	provenance-only:doid	4	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0060671""}"
ICD10CM:Q28.3	Other malformations of cerebral vessels	RESIDUAL	MONDO:0019972	dural sinus malformation	provenance-only:orphanet	4	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:97339""}"
ICD10CM:Q28.3	Other malformations of cerebral vessels	RESIDUAL	MONDO:0031037	famililal cerebral cavernous malformations	provenance-only:orphanet	4	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:221061""}"
ICD10CM:Q28.8	Other specified congenital malformations of circulatory system	RESIDUAL	MONDO:0011676	PHACE syndrome	provenance-only:orphanet	3	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:42775""}"
ICD10CM:Q28.8	Other specified congenital malformations of circulatory system	RESIDUAL	MONDO:0015296	cardiac anomalies-heterotaxy syndrome	provenance-only:orphanet	3	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:137628""}"
ICD10CM:Q28.8	Other specified congenital malformations of circulatory system	RESIDUAL	MONDO:0018870	arterial calcification of infancy	provenance-only:orphanet	3	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:51608/index"", source=""Orphanet:51608""}"
ICD10CM:Q30-Q34	Congenital malformations of the respiratory system (Q30-Q34)	BLOCK	MONDO:0005087	respiratory system disorder	provenance-only:other	1	no	KEEP-as-broadMatch	ICD code is BLOCK; cannot be an exact equivalent	"{source=""https://github.com/monarch-initiative/mondo/issues/4536"", source=""https://orcid.org/0000-0001-5208-3432"", source=""https://orcid.org/0000-0002-4142-7153""}"
ICD10CM:Q30.2	Fissured, notched and cleft nose	CONTAINER	MONDO:0000110	bifid nose	provenance-only:orphanet	1	no	KEEP-as-broadMatch	ICD code is CONTAINER; cannot be an exact equivalent	"{source=""Orphanet:2695""}"
ICD10CM:Q30.8	Other congenital malformations of nose	RESIDUAL	MONDO:0007398	craniorhiny	provenance-only:orphanet	7	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:157832""}"
ICD10CM:Q30.8	Other congenital malformations of nose	RESIDUAL	MONDO:0015388	polyrrhinia	provenance-only:orphanet	7	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:141091""}"
ICD10CM:Q30.8	Other congenital malformations of nose	RESIDUAL	MONDO:0015389	supernumerary nostril	provenance-only:orphanet	7	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:141096""}"
ICD10CM:Q30.8	Other congenital malformations of nose	RESIDUAL	MONDO:0015390	proboscis lateralis	provenance-only:orphanet	7	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:141099""}"
ICD10CM:Q30.8	Other congenital malformations of nose	RESIDUAL	MONDO:0015568	isolated congenital nasal pyriform aperture stenosis	provenance-only:orphanet	7	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:162516""}"
ICD10CM:Q30.8	Other congenital malformations of nose	RESIDUAL	MONDO:0015569	congenital nasal pyriform aperture stenosis with holoprosencephaly	provenance-only:orphanet	7	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:162521""}"
ICD10CM:Q30.8	Other congenital malformations of nose	RESIDUAL	MONDO:0019634	familial nasal acilia	provenance-only:orphanet	7	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:922""}"
ICD10CM:Q31.8	Other congenital malformations of larynx	RESIDUAL	MONDO:0007879	larynx atresia	provenance-only:orphanet	2	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1202/inclusion"", source=""Orphanet:1202""}"
ICD10CM:Q31.8	Other congenital malformations of larynx	RESIDUAL	MONDO:0015396	congenital laryngeal cyst	provenance-only:orphanet	2	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:141124""}"
ICD10CM:Q32.1	Other congenital malformations of trachea	RESIDUAL	MONDO:0011340	congenital tracheal stenosis	provenance-only:orphanet	8	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:141127/inclusion"", source=""Orphanet:141127""}"
ICD10CM:Q32.1	Other congenital malformations of trachea	RESIDUAL	MONDO:0016060	laryngotracheoesophageal cleft	provenance-only:orphanet	8	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:2004""}"
ICD10CM:Q32.1	Other congenital malformations of trachea	RESIDUAL	MONDO:0017220	laryngotracheoesophageal cleft type 0	provenance-only:orphanet	8	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:280205""}"
ICD10CM:Q32.1	Other congenital malformations of trachea	RESIDUAL	MONDO:0018058	tracheal agenesis	provenance-only:orphanet	8	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:3346""}"
ICD10CM:Q32.1	Other congenital malformations of trachea	RESIDUAL	MONDO:0019761	laryngotracheoesophageal cleft type 1	provenance-only:orphanet	8	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:93938""}"
ICD10CM:Q32.1	Other congenital malformations of trachea	RESIDUAL	MONDO:0019762	laryngotracheoesophageal cleft type 2	provenance-only:orphanet	8	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:93939""}"
ICD10CM:Q32.1	Other congenital malformations of trachea	RESIDUAL	MONDO:0019763	laryngotracheoesophageal cleft type 3	provenance-only:orphanet	8	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:93940""}"
ICD10CM:Q32.1	Other congenital malformations of trachea	RESIDUAL	MONDO:0019764	laryngotracheoesophageal cleft type 4	provenance-only:orphanet	8	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:93941""}"
ICD10CM:Q32.4	Other congenital malformations of bronchus	RESIDUAL	MONDO:0016080	congenital bronchobiliary fistula	provenance-only:orphanet	1	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:2040""}"
ICD10CM:Q33.0	Congenital cystic lung	DISEASE	MONDO:0016580	congenital pulmonary airway malformation	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:2444""}"
ICD10CM:Q33.0	Congenital cystic lung	DISEASE	MONDO:0017248	congenital pulmonary airway malformation type 0	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:280827""}"
ICD10CM:Q33.0	Congenital cystic lung	DISEASE	MONDO:0017249	congenital pulmonary airway malformation type 1	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:280832""}"
ICD10CM:Q33.0	Congenital cystic lung	DISEASE	MONDO:0017250	congenital pulmonary airway malformation type 2	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:280840""}"
ICD10CM:Q33.0	Congenital cystic lung	DISEASE	MONDO:0017251	congenital pulmonary airway malformation type 3	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:280847""}"
ICD10CM:Q33.0	Congenital cystic lung	DISEASE	MONDO:0017252	congenital pulmonary airway malformation type 4	provenance-only:orphanet	6	no	KEEP-as-broadMatch	6 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:280854""}"
ICD10CM:Q33.2	Sequestration of lung	DISEASE	MONDO:0017245	intralobar congenital pulmonary sequestration	provenance-only:orphanet	4	no	KEEP-as-broadMatch	4 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:280802""}"
ICD10CM:Q33.2	Sequestration of lung	DISEASE	MONDO:0017246	extralobar congenital pulmonary sequestration	provenance-only:orphanet	4	no	KEEP-as-broadMatch	4 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:280811""}"
ICD10CM:Q33.2	Sequestration of lung	DISEASE	MONDO:0017247	communicating congenital bronchopulmonary-foregut malformation	provenance-only:orphanet	4	no	KEEP-as-broadMatch	4 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:280821""}"
ICD10CM:Q33.2	Sequestration of lung	DISEASE	MONDO:0017843	congenital pulmonary sequestration	orphanet-exact	4	syn-match	KEEP-as-broadMatch	4 Mondo terms share this code; Mondo is narrower	"{source=""Orphanet:3161/e"", source=""Orphanet:3161""}"
ICD10CM:Q33.8	Other congenital malformations of lung	RESIDUAL	MONDO:0007536	congenital lobar emphysema	provenance-only:orphanet	2	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:1928""}"
ICD10CM:Q33.8	Other congenital malformations of lung	RESIDUAL	MONDO:0009933	congenital pulmonary lymphangiectasia	provenance-only:orphanet	2	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""Orphanet:2414""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0009484	primary ciliary dyskinesia 1	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110594""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0011718	primary ciliary dyskinesia 2	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110626""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0012085	primary ciliary dyskinesia 3	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110599""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0012087	primary ciliary dyskinesia 4	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110614""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0012088	primary ciliary dyskinesia 5	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110617""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0012571	primary ciliary dyskinesia 6	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110606""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0012748	primary ciliary dyskinesia 7	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110605""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0012844	primary ciliary dyskinesia 8	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110616""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0012906	primary ciliary dyskinesia 9	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110622""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0012918	primary ciliary dyskinesia 10	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110612""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0012978	primary ciliary dyskinesia 11	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110602""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0012979	primary ciliary dyskinesia 12	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110601""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0013174	primary ciliary dyskinesia 13	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110618""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0013434	primary ciliary dyskinesia 14	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110598""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0013435	primary ciliary dyskinesia 15	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110623""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0013525	primary ciliary dyskinesia 16	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110613""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0013854	primary ciliary dyskinesia 17	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110621""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0013940	primary ciliary dyskinesia 18	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110604""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0013979	primary ciliary dyskinesia 19	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110608""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0014030	primary ciliary dyskinesia 20	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110625""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0014123	primary ciliary dyskinesia 21	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110596""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0014192	primary ciliary dyskinesia 22	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110597""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0014193	primary ciliary dyskinesia 23	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110609""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0014202	primary ciliary dyskinesia 24	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110628""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0014203	primary ciliary dyskinesia 25	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110615""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0014211	primary ciliary dyskinesia 26	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110627""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0014215	primary ciliary dyskinesia 27	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110611""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0014216	primary ciliary dyskinesia 28	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110607""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0014378	primary ciliary dyskinesia 29	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110600""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0014465	primary ciliary dyskinesia 30	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110624""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0014657	primary ciliary dyskinesia 32	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110603""}"
ICD10CM:Q34.8	Other specified congenital malformations of respiratory system	RESIDUAL	MONDO:0014750	primary ciliary dyskinesia 33	provenance-only:doid	33	no	KEEP-as-broadMatch	ICD code is RESIDUAL; cannot be an exact equivalent	"{source=""DOID:0110619""}"
