icd	icd_label	depth	n_children	bucket	ambiguous_conjunction	n_existing_xrefs	existing_predicates	existing_mondo	match_tier	match_mondo	match_mondo_label	match_via	match_icd_form	n_match_cands	hp_hit
ICD10CM:Q62.63	Anomalous implantation of ureter	5	0	DISEASE		0			-					0	
ICD10CM:Q62.69	Other malposition of ureter	5	0	RESIDUAL		0			-					0	
ICD10CM:Q62.7	Congenital vesico-uretero-renal reflux	4	0	DISEASE		1	provenance-only:orphanet	MONDO:0016548	-					0	
ICD10CM:Q62.8	Other congenital malformations of ureter	4	0	RESIDUAL		0			B	MONDO:0001926	disease of ureter	EXACT	Other congenital malformations of ureter	1	
ICD10CM:Q63	Other congenital malformations of kidney	3	6	RESIDUAL		0			B	MONDO:0005240	kidney disorder	name	Other congenital malformations of kidney	1	
ICD10CM:Q63.0	Accessory kidney	4	0	DISEASE		0			-					0	
ICD10CM:Q63.1	Lobulated, fused and horseshoe kidney	4	0	CONTAINER		0			-					0	
ICD10CM:Q63.2	Ectopic kidney	4	0	PHENOTYPE		0			-					0	HP:0000086
ICD10CM:Q63.3	Hyperplastic and giant kidney	4	0	DISEASE		0			-					0	
ICD10CM:Q63.8	Other specified congenital malformations of kidney	4	0	RESIDUAL		7	provenance-only:orphanet	MONDO:0009970;MONDO:0017609;MONDO:0019639;MONDO:0019646;MONDO:0019647	B	MONDO:0005240	kidney disorder	name	Other specified congenital malformations of kidney	2	
ICD10CM:Q63.9	Congenital malformation of kidney, unspecified	4	0	RESIDUAL		0			B	MONDO:0005240	kidney disorder	name	Congenital malformation of kidney, unspecified	1	
ICD10CM:Q64	Other congenital malformations of urinary system	3	10	RESIDUAL		0			B	MONDO:0002118	urinary system disorder	name	Other congenital malformations of urinary system	1	
ICD10CM:Q64.0	Epispadias	4	0	DISEASE		1	equivalentTo	MONDO:0019759	A	MONDO:0019759	epispadias	name	Epispadias	1	HP:0000039
ICD10CM:Q64.1	Exstrophy of urinary bladder	4	4	DISEASE		3	orphanet-specific;provenance-only:orphanet	MONDO:0009774;MONDO:0010805;MONDO:0017919	-					0	
ICD10CM:Q64.10	Exstrophy of urinary bladder, unspecified	5	0	RESIDUAL		0			A	MONDO:0010805	ectopia vesicae	EXACT	Ectopia vesicae	1	
ICD10CM:Q64.11	Supravesical fissure of urinary bladder	5	0	DISEASE		0			-					0	
ICD10CM:Q64.12	Cloacal exstrophy of urinary bladder	5	0	DISEASE		0			-					0	
ICD10CM:Q64.19	Other exstrophy of urinary bladder	5	0	RESIDUAL		0			-					0	
ICD10CM:Q64.2	Congenital posterior urethral valves	4	0	DISEASE		1	equivalentTo	MONDO:0019640	A	MONDO:0019640	posterior urethral valve	name	Congenital posterior urethral valves	1	HP:0010957
ICD10CM:Q64.3	Other atresia and stenosis of urethra and bladder neck	4	4	RESIDUAL		1	relatedTo	MONDO:0015195	-					0	
ICD10CM:Q64.31	Congenital bladder neck obstruction	5	0	DISEASE		0			A	MONDO:0006679	bladder neck obstruction	name	Congenital bladder neck obstruction	1	
ICD10CM:Q64.32	Congenital stricture of urethra	5	0	DISEASE		0			-					0	
ICD10CM:Q64.33	Congenital stricture of urinary meatus	5	0	DISEASE		0			-					0	
ICD10CM:Q64.39	Other atresia and stenosis of urethra and bladder neck	5	0	RESIDUAL		0			-					0	
ICD10CM:Q64.4	Malformation of urachus	4	0	DISEASE		4	provenance-only:orphanet	MONDO:0018551;MONDO:0018552;MONDO:0018553;MONDO:0018844	A	MONDO:0018551	patent urachus	name	Patent urachus	1	
ICD10CM:Q64.5	Congenital absence of bladder and urethra	4	0	DISEASE		0			-					0	
ICD10CM:Q64.6	Congenital diverticulum of bladder	4	0	DISEASE		0			A	MONDO:0007197	diverticulum of bladder	EXACT	Congenital diverticulum of bladder	1	
ICD10CM:Q64.7	Other and unspecified congenital malformations of bladder and urethra	4	7	RESIDUAL		2	provenance-only:orphanet	MONDO:0016529	-					0	
ICD10CM:Q64.70	Unspecified congenital malformation of bladder and urethra	5	0	RESIDUAL		0			-					0	
ICD10CM:Q64.71	Congenital prolapse of urethra	5	0	DISEASE		0			A	MONDO:0001514	prolapse of urethra	name	Congenital prolapse of urethra	1	
ICD10CM:Q64.72	Congenital prolapse of urinary meatus	5	0	DISEASE		0			-					0	
ICD10CM:Q64.73	Congenital urethrorectal fistula	5	0	PHENOTYPE		0			-					0	HP:0025407
ICD10CM:Q64.74	Double urethra	5	0	DISEASE		0			-					0	
ICD10CM:Q64.75	Double urinary meatus	5	0	DISEASE		0			-					0	
ICD10CM:Q64.79	Other congenital malformations of bladder and urethra	5	0	RESIDUAL		0			-					0	
ICD10CM:Q64.8	Other specified congenital malformations of urinary system	4	0	RESIDUAL		0			B	MONDO:0002118	urinary system disorder	name	Other specified congenital malformations of urinary system	1	
ICD10CM:Q64.9	Congenital malformation of urinary system, unspecified	4	0	RESIDUAL		0			B	MONDO:0002118	urinary system disorder	name	Congenital malformation of urinary system, unspecified	1	
ICD10CM:Q65	Congenital deformities of hip	3	9	CONTAINER		0			-					0	
ICD10CM:Q65-Q79	Congenital malformations and deformations of the musculoskeletal system (Q65-Q79)	2	15	BLOCK		1	provenance-only:other	MONDO:0002081	B	MONDO:0002081	musculoskeletal system disorder	name	Congenital malformations and deformations of the musculoskeletal system (Q65-Q79)	1	
ICD10CM:Q65.0	Congenital dislocation of hip, unilateral	4	3	LATERALITY		0			-					0	
ICD10CM:Q65.00	Congenital dislocation of unspecified hip, unilateral	5	0	RESIDUAL		0			-					0	
ICD10CM:Q65.01	Congenital dislocation of right hip, unilateral	5	0	LATERALITY		0			-					0	
ICD10CM:Q65.02	Congenital dislocation of left hip, unilateral	5	0	LATERALITY		0			-					0	
ICD10CM:Q65.1	Congenital dislocation of hip, bilateral	4	0	LATERALITY		0			-					0	
ICD10CM:Q65.2	Congenital dislocation of hip, unspecified	4	0	RESIDUAL		0			-					0	HP:0002827
ICD10CM:Q65.3	Congenital partial dislocation of hip, unilateral	4	3	LATERALITY		0			-					0	
ICD10CM:Q65.30	Congenital partial dislocation of unspecified hip, unilateral	5	0	RESIDUAL		0			-					0	
ICD10CM:Q65.31	Congenital partial dislocation of right hip, unilateral	5	0	LATERALITY		0			-					0	
ICD10CM:Q65.32	Congenital partial dislocation of left hip, unilateral	5	0	LATERALITY		0			-					0	
ICD10CM:Q65.4	Congenital partial dislocation of hip, bilateral	4	0	LATERALITY		0			-					0	
ICD10CM:Q65.5	Congenital partial dislocation of hip, unspecified	4	0	RESIDUAL		0			-					0	
ICD10CM:Q65.6	Congenital unstable hip	4	0	DISEASE		0			-					0	
ICD10CM:Q65.8	Other congenital deformities of hip	4	3	RESIDUAL		1	provenance-only:orphanet	MONDO:0007726	-					0	
ICD10CM:Q65.81	Congenital coxa valga	5	0	PHENOTYPE		0			-					0	HP:0002673
ICD10CM:Q65.82	Congenital coxa vara	5	0	DISEASE		0			A	MONDO:0007391	coxa vara	name	Congenital coxa vara	1	HP:0002812
ICD10CM:Q65.89	Other specified congenital deformities of hip	5	0	RESIDUAL		0			-					0	
ICD10CM:Q65.9	Congenital deformity of hip, unspecified	4	0	RESIDUAL		0			-					0	
ICD10CM:Q66	Congenital deformities of feet	3	10	CONTAINER		0			-					0	
ICD10CM:Q66.0	Congenital talipes equinovarus	4	3	DISEASE		1	equivalentTo	MONDO:0007342	A	MONDO:0007342	congenital talipes equinovarus	EXACT	Congenital talipes equinovarus	1	HP:0001762
ICD10CM:Q66.00	Congenital talipes equinovarus, unspecified foot	5	0	RESIDUAL		0			-					0	
ICD10CM:Q66.01	Congenital talipes equinovarus, right foot	5	0	LATERALITY		0			-					0	
ICD10CM:Q66.02	Congenital talipes equinovarus, left foot	5	0	LATERALITY		0			-					0	
ICD10CM:Q66.1	Congenital talipes calcaneovarus	4	3	PHENOTYPE		0			-					0	HP:0008124
ICD10CM:Q66.10	Congenital talipes calcaneovarus, unspecified foot	5	0	RESIDUAL		0			-					0	
ICD10CM:Q66.11	Congenital talipes calcaneovarus, right foot	5	0	LATERALITY		0			-					0	
ICD10CM:Q66.12	Congenital talipes calcaneovarus, left foot	5	0	LATERALITY		0			-					0	
ICD10CM:Q66.2	Congenital metatarsus (primus) varus	4	2	PHENOTYPE		0			-					0	HP:0001840
ICD10CM:Q66.21	Congenital metatarsus primus varus	5	3	DISEASE		0			-					0	
ICD10CM:Q66.211	Congenital metatarsus primus varus, right foot	6	0	LATERALITY		0			-					0	
ICD10CM:Q66.212	Congenital metatarsus primus varus, left foot	6	0	LATERALITY		0			-					0	
ICD10CM:Q66.219	Congenital metatarsus primus varus, unspecified foot	6	0	RESIDUAL		0			-					0	
ICD10CM:Q66.22	Congenital metatarsus adductus	5	3	PHENOTYPE		0			-					0	HP:0001840
ICD10CM:Q66.221	Congenital metatarsus adductus, right foot	6	0	LATERALITY		0			-					0	
ICD10CM:Q66.222	Congenital metatarsus adductus, left foot	6	0	LATERALITY		0			-					0	
ICD10CM:Q66.229	Congenital metatarsus adductus, unspecified foot	6	0	RESIDUAL		0			-					0	
ICD10CM:Q66.3	Other congenital varus deformities of feet	4	3	RESIDUAL		0			-					0	
ICD10CM:Q66.30	Other congenital varus deformities of feet, unspecified foot	5	0	RESIDUAL		0			-					0	
ICD10CM:Q66.31	Other congenital varus deformities of feet, right foot	5	0	RESIDUAL		0			-					0	
ICD10CM:Q66.32	Other congenital varus deformities of feet, left foot	5	0	RESIDUAL		0			-					0	
ICD10CM:Q66.4	Congenital talipes calcaneovalgus	4	3	PHENOTYPE		0			-					0	HP:0001884;HP:0005850
ICD10CM:Q66.40	Congenital talipes calcaneovalgus, unspecified foot	5	0	RESIDUAL		0			-					0	
ICD10CM:Q66.41	Congenital talipes calcaneovalgus, right foot	5	0	LATERALITY		0			-					0	
ICD10CM:Q66.42	Congenital talipes calcaneovalgus, left foot	5	0	LATERALITY		0			-					0	
ICD10CM:Q66.5	Congenital pes planus	4	3	PHENOTYPE		0			A	MONDO:0005293	flat Foot	EXACT	Congenital flat foot	1	HP:0001763
ICD10CM:Q66.50	Congenital pes planus, unspecified foot	5	0	RESIDUAL		0			-					0	
ICD10CM:Q66.51	Congenital pes planus, right foot	5	0	LATERALITY		0			-					0	
ICD10CM:Q66.52	Congenital pes planus, left foot	5	0	LATERALITY		0			-					0	
ICD10CM:Q66.6	Other congenital valgus deformities of feet	4	0	RESIDUAL		0			-					0	
ICD10CM:Q66.7	Congenital pes cavus	4	3	PHENOTYPE		0			-					0	HP:0001761
ICD10CM:Q66.70	Congenital pes cavus, unspecified foot	5	0	RESIDUAL		0			-					0	
ICD10CM:Q66.71	Congenital pes cavus, right foot	5	0	LATERALITY		0			-					0	
ICD10CM:Q66.72	Congenital pes cavus, left foot	5	0	LATERALITY		0			-					0	
ICD10CM:Q66.8	Other congenital deformities of feet	4	4	RESIDUAL		8	provenance-only:orphanet	MONDO:0008652;MONDO:0013329;MONDO:0016046;MONDO:0017382;MONDO:0017383	-					0	
ICD10CM:Q66.80	Congenital vertical talus deformity, unspecified foot	5	0	RESIDUAL		0			-					0	
ICD10CM:Q66.81	Congenital vertical talus deformity, right foot	5	0	LATERALITY		0			-					0	
ICD10CM:Q66.82	Congenital vertical talus deformity, left foot	5	0	LATERALITY		0			-					0	
ICD10CM:Q66.89	Other specified congenital deformities of feet	5	0	RESIDUAL		1	provenance-only:doid	MONDO:0007342	A	MONDO:0007342	clubfoot	name	Congenital clubfoot NOS	1	
ICD10CM:Q66.9	Congenital deformity of feet, unspecified	4	3	RESIDUAL		0			-					0	
ICD10CM:Q66.90	Congenital deformity of feet, unspecified, unspecified foot	5	0	RESIDUAL		0			-					0	
ICD10CM:Q66.91	Congenital deformity of feet, unspecified, right foot	5	0	RESIDUAL		0			-					0	
ICD10CM:Q66.92	Congenital deformity of feet, unspecified, left foot	5	0	RESIDUAL		0			-					0	
ICD10CM:Q67	Congenital musculoskeletal deformities of head, face, spine and chest	3	9	CONTAINER		0			-					0	
ICD10CM:Q67.0	Congenital facial asymmetry	4	0	PHENOTYPE		0			-					0	HP:0000324
ICD10CM:Q67.1	Congenital compression facies	4	0	DISEASE		0			-					0	
ICD10CM:Q67.2	Dolichocephaly	4	0	PHENOTYPE		0			-					0	HP:0000268
ICD10CM:Q67.3	Plagiocephaly	4	0	PHENOTYPE		1	orphanet-specific		-					0	HP:0001357
ICD10CM:Q67.4	Other congenital deformities of skull, face and jaw	4	0	RESIDUAL		4	provenance-only:orphanet	MONDO:0007590;MONDO:0007711;MONDO:0011723;MONDO:0015409	-					0	
ICD10CM:Q67.5	Congenital deformity of spine	4	0	CONTAINER		0			B	MONDO:0005392	scoliosis	name	Congenital scoliosis NOS	2	
ICD10CM:Q67.6	Pectus excavatum	4	0	DISEASE		1	equivalentTo	MONDO:0008213	A	MONDO:0008213	pectus excavatum	name	Pectus excavatum	1	HP:0000767
ICD10CM:Q67.7	Pectus carinatum	4	0	PHENOTYPE		0			-					0	HP:0000768
ICD10CM:Q67.8	Other congenital deformities of chest	4	0	RESIDUAL		0			-					0	
ICD10CM:Q68	Other congenital musculoskeletal deformities	3	8	RESIDUAL		0			-					0	
ICD10CM:Q68.0	Congenital deformity of sternocleidomastoid muscle	4	0	CONTAINER		0			A	MONDO:0008583	congenital torticollis	EXACT	Congenital (sternomastoid) torticollis	1	
ICD10CM:Q68.1	Congenital deformity of finger(s) and hand	4	0	CONTAINER		6	provenance-only:orphanet	MONDO:0007185;MONDO:0007250;MONDO:0007343;MONDO:0015272;MONDO:0017461	-					0	
ICD10CM:Q68.2	Congenital deformity of knee	4	0	CONTAINER		3	provenance-only:orphanet	MONDO:0017470;MONDO:0017560;MONDO:0017561	B	MONDO:0017470	congenital knee dislocation	name	Congenital dislocation of knee	2	
ICD10CM:Q68.3	Congenital bowing of femur	4	0	DISEASE		1	orphanet-btnt	MONDO:0008882	-					0	
ICD10CM:Q68.4	Congenital bowing of tibia and fibula	4	0	DISEASE		2	orphanet-btnt;provenance-only:orphanet	MONDO:0008882;MONDO:0017927	-					0	
ICD10CM:Q68.5	Congenital bowing of long bones of leg, unspecified	4	0	RESIDUAL		1	orphanet-btnt	MONDO:0008882	-					0	
ICD10CM:Q68.6	Discoid meniscus	4	0	DISEASE		0			-					0	
ICD10CM:Q68.8	Other specified congenital musculoskeletal deformities	4	0	RESIDUAL		24	orphanet-btnt;provenance-only:orphanet	MONDO:0007158;MONDO:0007159;MONDO:0007252;MONDO:0007363;MONDO:0007388	B	MONDO:0017468	congenital shoulder dislocation	name	Congenital dislocation of shoulder	2	
ICD10CM:Q69	Polydactyly	3	4	DISEASE		1	equivalentTo	MONDO:0021003	A	MONDO:0021003	polydactyly	name	Polydactyly	1	HP:0010442
ICD10CM:Q69.0	Accessory finger(s)	4	0	DISEASE		15	orphanet-btnt;provenance-only:orphanet	MONDO:0008271;MONDO:0011348;MONDO:0017426;MONDO:0017456;MONDO:0017527	-					0	
ICD10CM:Q69.1	Accessory thumb(s)	4	0	DISEASE		9	orphanet-btnt;orphanet-specific;provenance-only:orphanet	MONDO:0008269;MONDO:0008270;MONDO:0011348;MONDO:0017425;MONDO:0017523	-					0	
ICD10CM:Q69.2	Accessory toe(s)	4	0	DISEASE		11	orphanet-btnt;provenance-only:orphanet	MONDO:0011348;MONDO:0017457;MONDO:0017537;MONDO:0017538;MONDO:0021003	-					0	
ICD10CM:Q69.9	Polydactyly, unspecified	4	0	RESIDUAL		2	orphanet-btnt;provenance-only:orphanet	MONDO:0011348;MONDO:0021003	A	MONDO:0021003	polydactyly	name	Polydactyly, unspecified	1	HP:0010442
ICD10CM:Q70	Syndactyly	3	6	DISEASE		1	equivalentTo	MONDO:0021002	A	MONDO:0021002	syndactyly	name	Syndactyly	1	HP:0001159
ICD10CM:Q70.0	Fused fingers	4	4	DISEASE		12	orphanet-btnt;provenance-only:orphanet	MONDO:0008512;MONDO:0008513;MONDO:0008516;MONDO:0010669;MONDO:0011984	-					0	
ICD10CM:Q70.00	Fused fingers, unspecified hand	5	0	RESIDUAL		0			-					0	
ICD10CM:Q70.01	Fused fingers, right hand	5	0	LATERALITY		0			-					0	
ICD10CM:Q70.02	Fused fingers, left hand	5	0	LATERALITY		0			-					0	
ICD10CM:Q70.03	Fused fingers, bilateral	5	0	DISEASE		0			-					0	
ICD10CM:Q70.1	Webbed fingers	4	4	PHENOTYPE		7	orphanet-btnt;provenance-only:orphanet	MONDO:0008512;MONDO:0008514;MONDO:0017460;MONDO:0017543;MONDO:0017544	-					0	HP:0010554
ICD10CM:Q70.10	Webbed fingers, unspecified hand	5	0	RESIDUAL		0			-					0	
ICD10CM:Q70.11	Webbed fingers, right hand	5	0	LATERALITY		0			-					0	
ICD10CM:Q70.12	Webbed fingers, left hand	5	0	LATERALITY		0			-					0	
ICD10CM:Q70.13	Webbed fingers, bilateral	5	0	DISEASE		0			-					0	
ICD10CM:Q70.2	Fused toes	4	4	PHENOTYPE		11	orphanet-btnt;provenance-only:orphanet	MONDO:0008512;MONDO:0008513;MONDO:0008516;MONDO:0011984;MONDO:0012271	-					0	HP:0001770
ICD10CM:Q70.20	Fused toes, unspecified foot	5	0	RESIDUAL		0			-					0	
ICD10CM:Q70.21	Fused toes, right foot	5	0	LATERALITY		0			-					0	
ICD10CM:Q70.22	Fused toes, left foot	5	0	LATERALITY		0			-					0	
ICD10CM:Q70.23	Fused toes, bilateral	5	0	DISEASE		0			-					0	
ICD10CM:Q70.3	Webbed toes	4	4	PHENOTYPE		7	orphanet-btnt;provenance-only:orphanet	MONDO:0008512;MONDO:0012351;MONDO:0017543;MONDO:0017544;MONDO:0017545	-					0	HP:0001770
ICD10CM:Q70.30	Webbed toes, unspecified foot	5	0	RESIDUAL		0			-					0	
ICD10CM:Q70.31	Webbed toes, right foot	5	0	LATERALITY		0			-					0	
ICD10CM:Q70.32	Webbed toes, left foot	5	0	LATERALITY		0			-					0	
ICD10CM:Q70.33	Webbed toes, bilateral	5	0	DISEASE		0			-					0	
ICD10CM:Q70.4	Polysyndactyly, unspecified	4	0	RESIDUAL		7	orphanet-btnt;orphanet-specific;provenance-only:orphanet	MONDO:0008272;MONDO:0008286;MONDO:0008515;MONDO:0017529;MONDO:0017530	A	MONDO:0021651	polysyndactyly	EXACT	Polysyndactyly, unspecified	1	
ICD10CM:Q70.9	Syndactyly, unspecified	4	0	RESIDUAL		4	orphanet-btnt;provenance-only:orphanet	MONDO:0008509;MONDO:0008511;MONDO:0019530;MONDO:0021002	A	MONDO:0021002	syndactyly	name	Syndactyly, unspecified	1	HP:0001159
ICD10CM:Q71	Reduction defects of upper limb	3	9	DISEASE		0			-					0	
ICD10CM:Q71.0	Congenital complete absence of upper limb	4	4	DISEASE		4	orphanet-btnt;orphanet-specific;provenance-only:orphanet	MONDO:0017437;MONDO:0017478;MONDO:0017479;MONDO:0019713	-					0	
ICD10CM:Q71.00	Congenital complete absence of unspecified upper limb	5	0	RESIDUAL		0			-					0	
ICD10CM:Q71.01	Congenital complete absence of right upper limb	5	0	LATERALITY		0			-					0	
ICD10CM:Q71.02	Congenital complete absence of left upper limb	5	0	LATERALITY		0			-					0	
ICD10CM:Q71.03	Congenital complete absence of upper limb, bilateral	5	0	LATERALITY		0			-					0	
ICD10CM:Q71.1	Congenital absence of upper arm and forearm with hand present	4	4	DISEASE	YES	1	equivalentTo	MONDO:0017441	A	MONDO:0017441	congenital absence of upper arm and forearm with hand present	name	Congenital absence of upper arm and forearm with hand present	1	
ICD10CM:Q71.10	Congenital absence of unspecified upper arm and forearm with hand present	5	0	RESIDUAL		0			A	MONDO:0017441	congenital absence of upper arm and forearm with hand present	name	Congenital absence of unspecified upper arm and forearm with hand present	1	
ICD10CM:Q71.11	Congenital absence of right upper arm and forearm with hand present	5	0	LATERALITY		0			-					0	
ICD10CM:Q71.12	Congenital absence of left upper arm and forearm with hand present	5	0	LATERALITY		0			-					0	
ICD10CM:Q71.13	Congenital absence of upper arm and forearm with hand present, bilateral	5	0	LATERALITY		1	obsoleteEquivalent		-					0	
ICD10CM:Q71.2	Congenital absence of both forearm and hand	4	4	DISEASE	YES	1	equivalentTo	MONDO:0017443	A	MONDO:0017443	congenital absence of both forearm and hand	name	Congenital absence of both forearm and hand	1	
ICD10CM:Q71.20	Congenital absence of both forearm and hand, unspecified upper limb	5	0	RESIDUAL		0			-					0	
ICD10CM:Q71.21	Congenital absence of both forearm and hand, right upper limb	5	0	LATERALITY		0			-					0	
ICD10CM:Q71.22	Congenital absence of both forearm and hand, left upper limb	5	0	LATERALITY		0			-					0	
ICD10CM:Q71.23	Congenital absence of both forearm and hand, bilateral	5	0	DISEASE		1	equivalentTo	MONDO:0017499	A	MONDO:0017499	congenital absence of both forearm and hand, bilateral	name	Congenital absence of both forearm and hand, bilateral	1	
ICD10CM:Q71.3	Congenital absence of hand and finger	4	4	DISEASE	YES	11	orphanet-btnt;orphanet-specific;provenance-only:orphanet	MONDO:0007062;MONDO:0017445;MONDO:0017502;MONDO:0017503;MONDO:0019713	-					0	
ICD10CM:Q71.30	Congenital absence of unspecified hand and finger	5	0	RESIDUAL		0			-					0	
ICD10CM:Q71.31	Congenital absence of right hand and finger	5	0	LATERALITY		0			-					0	
ICD10CM:Q71.32	Congenital absence of left hand and finger	5	0	LATERALITY		0			-					0	
ICD10CM:Q71.33	Congenital absence of hand and finger, bilateral	5	0	LATERALITY		0			-					0	
ICD10CM:Q71.4	Longitudinal reduction defect of radius	4	4	DISEASE		1	equivalentTo	MONDO:0019671	A	MONDO:0019671	radial clubhand	EXACT	Radial clubhand	1	
ICD10CM:Q71.40	Longitudinal reduction defect of unspecified radius	5	0	RESIDUAL		0			-					0	
ICD10CM:Q71.41	Longitudinal reduction defect of right radius	5	0	LATERALITY		0			-					0	
ICD10CM:Q71.42	Longitudinal reduction defect of left radius	5	0	LATERALITY		0			-					0	
ICD10CM:Q71.43	Longitudinal reduction defect of radius, bilateral	5	0	LATERALITY		0			-					0	
ICD10CM:Q71.5	Longitudinal reduction defect of ulna	4	4	DISEASE		4	orphanet-btnt;orphanet-specific;provenance-only:orphanet	MONDO:0017488;MONDO:0017489;MONDO:0019670;MONDO:0019713	-					0	
ICD10CM:Q71.50	Longitudinal reduction defect of unspecified ulna	5	0	RESIDUAL		0			-					0	
ICD10CM:Q71.51	Longitudinal reduction defect of right ulna	5	0	LATERALITY		0			-					0	
ICD10CM:Q71.52	Longitudinal reduction defect of left ulna	5	0	LATERALITY		0			-					0	
ICD10CM:Q71.53	Longitudinal reduction defect of ulna, bilateral	5	0	LATERALITY		0			-					0	
ICD10CM:Q71.6	Lobster-claw hand	4	4	PHENOTYPE		12	orphanet-btnt;orphanet-specific;provenance-only:doid;provenance-only:orphanet	MONDO:0008464;MONDO:0009157;MONDO:0009525;MONDO:0010736;MONDO:0011535	-					0	HP:0100257
ICD10CM:Q71.60	Lobster-claw hand, unspecified hand	5	0	RESIDUAL		0			-					0	
ICD10CM:Q71.61	Lobster-claw right hand	5	0	LATERALITY		0			-					0	
ICD10CM:Q71.62	Lobster-claw left hand	5	0	LATERALITY		0			-					0	
ICD10CM:Q71.63	Lobster-claw hand, bilateral	5	0	LATERALITY		0			-					0	
ICD10CM:Q71.8	Other reduction defects of upper limb	4	2	RESIDUAL		10	orphanet-btnt;provenance-only:orphanet	MONDO:0007836;MONDO:0008411;MONDO:0016240;MONDO:0017440;MONDO:0017451	-					0	
ICD10CM:Q71.81	Congenital shortening of upper limb	5	4	DISEASE		0			-					0	
ICD10CM:Q71.811	Congenital shortening of right upper limb	6	0	LATERALITY		0			-					0	
ICD10CM:Q71.812	Congenital shortening of left upper limb	6	0	LATERALITY		0			-					0	
ICD10CM:Q71.813	Congenital shortening of upper limb, bilateral	6	0	LATERALITY		0			-					0	
ICD10CM:Q71.819	Congenital shortening of unspecified upper limb	6	0	RESIDUAL		0			-					0	
ICD10CM:Q71.89	Other reduction defects of upper limb	5	4	RESIDUAL		0			-					0	
ICD10CM:Q71.891	Other reduction defects of right upper limb	6	0	RESIDUAL		0			-					0	
ICD10CM:Q71.892	Other reduction defects of left upper limb	6	0	RESIDUAL		0			-					0	
ICD10CM:Q71.893	Other reduction defects of upper limb, bilateral	6	0	RESIDUAL		0			-					0	
ICD10CM:Q71.899	Other reduction defects of unspecified upper limb	6	0	RESIDUAL		0			-					0	
ICD10CM:Q71.9	Unspecified reduction defect of upper limb	4	4	RESIDUAL		1	orphanet-btnt	MONDO:0019713	-					0	
ICD10CM:Q71.90	Unspecified reduction defect of unspecified upper limb	5	0	RESIDUAL		0			-					0	
ICD10CM:Q71.91	Unspecified reduction defect of right upper limb	5	0	RESIDUAL		0			-					0	
ICD10CM:Q71.92	Unspecified reduction defect of left upper limb	5	0	RESIDUAL		0			-					0	
ICD10CM:Q71.93	Unspecified reduction defect of upper limb, bilateral	5	0	RESIDUAL		0			-					0	
ICD10CM:Q72	Reduction defects of lower limb	3	10	DISEASE		0			-					0	
ICD10CM:Q72.0	Congenital complete absence of lower limb	4	4	DISEASE		4	orphanet-btnt;orphanet-specific;provenance-only:orphanet	MONDO:0017438;MONDO:0017480;MONDO:0017481;MONDO:0019713	-					0	
ICD10CM:Q72.00	Congenital complete absence of unspecified lower limb	5	0	RESIDUAL		0			-					0	
ICD10CM:Q72.01	Congenital complete absence of right lower limb	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.02	Congenital complete absence of left lower limb	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.03	Congenital complete absence of lower limb, bilateral	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.1	Congenital absence of thigh and lower leg with foot present	4	4	DISEASE	YES	1	equivalentTo	MONDO:0017442	A	MONDO:0017442	congenital absence of thigh and lower leg with foot present	name	Congenital absence of thigh and lower leg with foot present	1	
ICD10CM:Q72.10	Congenital absence of unspecified thigh and lower leg with foot present	5	0	RESIDUAL		0			A	MONDO:0017442	congenital absence of thigh and lower leg with foot present	name	Congenital absence of unspecified thigh and lower leg with foot present	1	
ICD10CM:Q72.11	Congenital absence of right thigh and lower leg with foot present	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.12	Congenital absence of left thigh and lower leg with foot present	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.13	Congenital absence of thigh and lower leg with foot present, bilateral	5	0	LATERALITY		1	equivalentTo	MONDO:0017497	A	MONDO:0017497	congenital absence of thigh and lower leg with foot present, bilateral	name	Congenital absence of thigh and lower leg with foot present, bilateral	1	
ICD10CM:Q72.2	Congenital absence of both lower leg and foot	4	4	DISEASE	YES	1	equivalentTo	MONDO:0017444	A	MONDO:0017444	congenital absence of both lower leg and foot	name	Congenital absence of both lower leg and foot	1	
ICD10CM:Q72.20	Congenital absence of both lower leg and foot, unspecified lower limb	5	0	RESIDUAL		0			-					0	
ICD10CM:Q72.21	Congenital absence of both lower leg and foot, right lower limb	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.22	Congenital absence of both lower leg and foot, left lower limb	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.23	Congenital absence of both lower leg and foot, bilateral	5	0	DISEASE		1	equivalentTo	MONDO:0017501	A	MONDO:0017501	congenital absence of both lower leg and foot, bilateral	name	Congenital absence of both lower leg and foot, bilateral	1	
ICD10CM:Q72.3	Congenital absence of foot and toe(s)	4	4	DISEASE	YES	4	orphanet-btnt;orphanet-specific;provenance-only:orphanet	MONDO:0017446;MONDO:0017504;MONDO:0017505;MONDO:0019713	-					0	
ICD10CM:Q72.30	Congenital absence of unspecified foot and toe(s)	5	0	RESIDUAL		0			-					0	
ICD10CM:Q72.31	Congenital absence of right foot and toe(s)	5	0	LATERALITY		0			-					0	
ICD10CM:Q72.32	Congenital absence of left foot and toe(s)	5	0	LATERALITY		0			-					0	
